 AX   BX   CX   DX   SP   BP   SI   DI  FLAGS IP
0001 ffa0 0003 0004 ffc2 ffc2 0001 a728 -S-- 009a:8a4604       mov al, [bp+4] ;[ffc6]32
0032 ffa0 0003 0004 ffc2 ffc2 0001 a728 -S-- 009d:98           cbw
0032 ffa0 0003 0004 ffc2 ffc2 0001 a728 -S-- 009e:e9e400       jmp 0185
0032 ffa0 0003 0004 ffc2 ffc2 0001 a728 -S-- 0185:89ec         mov sp, bp
0032 ffa0 0003 0004 ffc2 ffc2 0001 a728 -S-- 0187:5d           pop bp
0032 ffa0 0003 0004 ffc4 ffcc 0001 a728 -S-- 0188:c3           ret
0032 ffa0 0003 0004 ffc6 ffcc 0001 a728 -S-- 0079:5b           pop bx
0032 0032 0003 0004 ffc8 ffcc 0001 a728 -S-- 007a:b90300       mov cx, 0003
0032 0032 0003 0004 ffc8 ffcc 0001 a728 -S-- 007d:d3e7         shl di, cl
0032 0032 0003 0004 ffc8 ffcc 0001 3940 O--C 007f:46           inc si
0032 0032 0003 0004 ffc8 ffcc 0002 3940 ---C 0080:ebe0         jmp short 0062
0032 0032 0003 0004 ffc8 ffcc 0002 3940 ---C 0062:83fe05       cmp si, 5
0032 0032 0003 0004 ffc8 ffcc 0002 3940 -S-C 0065:7d1b         jnl 0082
0032 0032 0003 0004 ffc8 ffcc 0002 3940 -S-C 0067:b90c00       mov cx, 000c
0032 0032 000c 0004 ffc8 ffcc 0002 3940 -S-C 006a:89fa         mov dx, di
0032 0032 000c 3940 ffc8 ffcc 0002 3940 -S-C 006c:d3fa         sar dx, cl
0032 0032 000c 0003 ffc8 ffcc 0002 3940 ---C 006e:81e20700     and dx, 0007
0032 0032 000c 0003 ffc8 ffcc 0002 3940 ---- 0072:83c230       add dx, 30
0032 0032 000c 0033 ffc8 ffcc 0002 3940 ---- 0075:52           push dx
0032 0032 000c 0033 ffc6 ffcc 0002 3940 ---- 0076:e80c00       call 0085
0032 0032 000c 0033 ffc4 ffcc 0002 3940 ---- 0085:55           push bp
0032 0032 000c 0033 ffc2 ffcc 0002 3940 ---- 0086:89e5         mov bp, sp
0032 0032 000c 0033 ffc2 ffc2 0002 3940 ---- 0088:b80100       mov ax, 0001
0001 0032 000c 0033 ffc2 ffc2 0002 3940 ---- 008b:50           push ax
0001 0032 000c 0033 ffc0 ffc2 0002 3940 ---- 008c:8d4604       lea ax, [bp+4] ;[ffc6]0033
ffc6 0032 000c 0033 ffc0 ffc2 0002 3940 ---- 008f:50           push ax
ffc6 0032 000c 0033 ffbe ffc2 0002 3940 ---- 0090:b80100       mov ax, 0001
0001 0032 000c 0033 ffbe ffc2 0002 3940 ---- 0093:50           push ax
0001 0032 000c 0033 ffbc ffc2 0002 3940 ---- 0094:e84500       call 00dc
0001 0032 000c 0033 ffba ffc2 0002 3940 ---- 00dc:e92100       jmp 0100
0001 0032 000c 0033 ffba ffc2 0002 3940 ---- 0100:55           push bp
0001 0032 000c 0033 ffb8 ffc2 0002 3940 ---- 0101:89e5         mov bp, sp
0001 0032 000c 0033 ffb8 ffb8 0002 3940 ---- 0103:83ec18       sub sp, 18
0001 0032 000c 0033 ffa0 ffb8 0002 3940 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffbc]0001
0001 0032 000c 0001 ffa0 ffb8 0002 3940 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa4]0001
0001 0032 000c 0001 ffa0 ffb8 0002 3940 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc0]0001
0001 0032 000c 0001 ffa0 ffb8 0002 3940 -S-- 010f:8956ee       mov [bp-12], dx ;[ffa6]0001
0001 0032 000c 0001 ffa0 ffb8 0002 3940 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffbe]ffc6
0001 0032 000c ffc6 ffa0 ffb8 0002 3940 -S-- 0115:8956f2       mov [bp-e], dx ;[ffaa]ffc6
0001 0032 000c ffc6 ffa0 ffb8 0002 3940 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa0]0000
ffa0 0032 000c ffc6 ffa0 ffb8 0002 3940 -S-- 011b:50           push ax
ffa0 0032 000c ffc6 ff9e ffb8 0002 3940 -S-- 011c:b80400       mov ax, 0004
0004 0032 000c ffc6 ff9e ffb8 0002 3940 -S-- 011f:50           push ax
0004 0032 000c ffc6 ff9c ffb8 0002 3940 -S-- 0120:b80100       mov ax, 0001
0001 0032 000c ffc6 ff9c ffb8 0002 3940 -S-- 0123:50           push ax
0001 0032 000c ffc6 ff9a ffb8 0002 3940 -S-- 0124:e80600       call 012d
0001 0032 000c ffc6 ff98 ffb8 0002 3940 -S-- 012d:55           push bp
0001 0032 000c ffc6 ff96 ffb8 0002 3940 -S-- 012e:89e5         mov bp, sp
0001 0032 000c ffc6 ff96 ff96 0002 3940 -S-- 0130:56           push si
0001 0032 000c ffc6 ff94 ff96 0002 3940 -S-- 0131:57           push di
0001 0032 000c ffc6 ff92 ff96 0002 3940 -S-- 0132:8b7608       mov si, [bp+8] ;[ff9e]ffa0
0001 0032 000c ffc6 ff92 ff96 ffa0 3940 -S-- 0135:8b5606       mov dx, [bp+6] ;[ff9c]0004
0001 0032 000c 0004 ff92 ff96 ffa0 3940 -S-- 0138:895402       mov [si+2], dx ;[ffa2]0001
0001 0032 000c 0004 ff92 ff96 ffa0 3940 -S-- 013b:56           push si
0001 0032 000c 0004 ff90 ff96 ffa0 3940 -S-- 013c:ff7604       push [bp+4] ;[ff9a]0001
0001 0032 000c 0004 ff8e ff96 ffa0 3940 -S-- 013f:e82f00       call 0171
0001 0032 000c 0004 ff8c ff96 ffa0 3940 -S-- 0171:b90300       mov cx, 0003
0001 0032 0003 0004 ff8c ff96 ffa0 3940 -S-- 0174:eb00         jmp short 0176
0001 0032 0003 0004 ff8c ff96 ffa0 3940 -S-- 0176:55           push bp
0001 0032 0003 0004 ff8a ff96 ffa0 3940 -S-- 0177:89e5         mov bp, sp
0001 0032 0003 0004 ff8a ff8a ffa0 3940 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff8e]0001
0001 0032 0003 0004 ff8a ff8a ffa0 3940 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff90]ffa0
0001 ffa0 0003 0004 ff8a ff8a ffa0 3940 -S-- 017f:cd20         int 20
<write(1, 0xffc6, 1) => 1>
0000 ffa0 0003 0004 ff8a ff8a ffa0 3940 -S-- 0181:5d           pop bp
0000 ffa0 0003 0004 ff8c ff96 ffa0 3940 -S-- 0182:c3           ret
0000 ffa0 0003 0004 ff8e ff96 ffa0 3940 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff90 ff96 ffa0 3940 -S-- 0143:5b           pop bx
0000 ffa0 0003 0004 ff92 ff96 ffa0 3940 -S-- 0144:89c7         mov di, ax
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 -S-- 0146:09ff         or di, di
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 0148:7403         je 014d
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa2]0001
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0151:7d0e         jnl 0161
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa2]0001
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0164:e91c00       jmp 0183
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0183:5f           pop di
0001 ffa0 0003 0004 ff94 ff96 ffa0 3940 ---- 0184:5e           pop si
0001 ffa0 0003 0004 ff96 ff96 0002 3940 ---- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ff96 ff96 0002 3940 ---- 0187:5d           pop bp
0001 ffa0 0003 0004 ff98 ffb8 0002 3940 ---- 0188:c3           ret
0001 ffa0 0003 0004 ff9a ffb8 0002 3940 ---- 0127:83c406       add sp, 6
0001 ffa0 0003 0004 ffa0 ffb8 0002 3940 -S-- 012a:e95800       jmp 0185
0001 ffa0 0003 0004 ffa0 ffb8 0002 3940 -S-- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ffb8 ffb8 0002 3940 -S-- 0187:5d           pop bp
0001 ffa0 0003 0004 ffba ffc2 0002 3940 -S-- 0188:c3           ret
0001 ffa0 0003 0004 ffbc ffc2 0002 3940 -S-- 0097:83c406       add sp, 6
0001 ffa0 0003 0004 ffc2 ffc2 0002 3940 -S-- 009a:8a4604       mov al, [bp+4] ;[ffc6]33
0033 ffa0 0003 0004 ffc2 ffc2 0002 3940 -S-- 009d:98           cbw
0033 ffa0 0003 0004 ffc2 ffc2 0002 3940 -S-- 009e:e9e400       jmp 0185
0033 ffa0 0003 0004 ffc2 ffc2 0002 3940 -S-- 0185:89ec         mov sp, bp
0033 ffa0 0003 0004 ffc2 ffc2 0002 3940 -S-- 0187:5d           pop bp
0033 ffa0 0003 0004 ffc4 ffcc 0002 3940 -S-- 0188:c3           ret
0033 ffa0 0003 0004 ffc6 ffcc 0002 3940 -S-- 0079:5b           pop bx
0033 0033 0003 0004 ffc8 ffcc 0002 3940 -S-- 007a:b90300       mov cx, 0003
0033 0033 0003 0004 ffc8 ffcc 0002 3940 -S-- 007d:d3e7         shl di, cl
0033 0033 0003 0004 ffc8 ffcc 0002 ca00 -S-C 007f:46           inc si
0033 0033 0003 0004 ffc8 ffcc 0003 ca00 ---C 0080:ebe0         jmp short 0062
0033 0033 0003 0004 ffc8 ffcc 0003 ca00 ---C 0062:83fe05       cmp si, 5
0033 0033 0003 0004 ffc8 ffcc 0003 ca00 -S-C 0065:7d1b         jnl 0082
0033 0033 0003 0004 ffc8 ffcc 0003 ca00 -S-C 0067:b90c00       mov cx, 000c
0033 0033 000c 0004 ffc8 ffcc 0003 ca00 -S-C 006a:89fa         mov dx, di
0033 0033 000c ca00 ffc8 ffcc 0003 ca00 -S-C 006c:d3fa         sar dx, cl
0033 0033 000c fffc ffc8 ffcc 0003 ca00 -S-C 006e:81e20700     and dx, 0007
0033 0033 000c 0004 ffc8 ffcc 0003 ca00 ---- 0072:83c230       add dx, 30
0033 0033 000c 0034 ffc8 ffcc 0003 ca00 ---- 0075:52           push dx
0033 0033 000c 0034 ffc6 ffcc 0003 ca00 ---- 0076:e80c00       call 0085
0033 0033 000c 0034 ffc4 ffcc 0003 ca00 ---- 0085:55           push bp
0033 0033 000c 0034 ffc2 ffcc 0003 ca00 ---- 0086:89e5         mov bp, sp
0033 0033 000c 0034 ffc2 ffc2 0003 ca00 ---- 0088:b80100       mov ax, 0001
0001 0033 000c 0034 ffc2 ffc2 0003 ca00 ---- 008b:50           push ax
0001 0033 000c 0034 ffc0 ffc2 0003 ca00 ---- 008c:8d4604       lea ax, [bp+4] ;[ffc6]0034
ffc6 0033 000c 0034 ffc0 ffc2 0003 ca00 ---- 008f:50           push ax
ffc6 0033 000c 0034 ffbe ffc2 0003 ca00 ---- 0090:b80100       mov ax, 0001
0001 0033 000c 0034 ffbe ffc2 0003 ca00 ---- 0093:50           push ax
0001 0033 000c 0034 ffbc ffc2 0003 ca00 ---- 0094:e84500       call 00dc
0001 0033 000c 0034 ffba ffc2 0003 ca00 ---- 00dc:e92100       jmp 0100
0001 0033 000c 0034 ffba ffc2 0003 ca00 ---- 0100:55           push bp
0001 0033 000c 0034 ffb8 ffc2 0003 ca00 ---- 0101:89e5         mov bp, sp
0001 0033 000c 0034 ffb8 ffb8 0003 ca00 ---- 0103:83ec18       sub sp, 18
0001 0033 000c 0034 ffa0 ffb8 0003 ca00 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffbc]0001
0001 0033 000c 0001 ffa0 ffb8 0003 ca00 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa4]0001
0001 0033 000c 0001 ffa0 ffb8 0003 ca00 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc0]0001
0001 0033 000c 0001 ffa0 ffb8 0003 ca00 -S-- 010f:8956ee       mov [bp-12], dx ;[ffa6]0001
0001 0033 000c 0001 ffa0 ffb8 0003 ca00 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffbe]ffc6
0001 0033 000c ffc6 ffa0 ffb8 0003 ca00 -S-- 0115:8956f2       mov [bp-e], dx ;[ffaa]ffc6
0001 0033 000c ffc6 ffa0 ffb8 0003 ca00 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa0]0000
ffa0 0033 000c ffc6 ffa0 ffb8 0003 ca00 -S-- 011b:50           push ax
ffa0 0033 000c ffc6 ff9e ffb8 0003 ca00 -S-- 011c:b80400       mov ax, 0004
0004 0033 000c ffc6 ff9e ffb8 0003 ca00 -S-- 011f:50           push ax
0004 0033 000c ffc6 ff9c ffb8 0003 ca00 -S-- 0120:b80100       mov ax, 0001
0001 0033 000c ffc6 ff9c ffb8 0003 ca00 -S-- 0123:50           push ax
0001 0033 000c ffc6 ff9a ffb8 0003 ca00 -S-- 0124:e80600       call 012d
0001 0033 000c ffc6 ff98 ffb8 0003 ca00 -S-- 012d:55           push bp
0001 0033 000c ffc6 ff96 ffb8 0003 ca00 -S-- 012e:89e5         mov bp, sp
0001 0033 000c ffc6 ff96 ff96 0003 ca00 -S-- 0130:56           push si
0001 0033 000c ffc6 ff94 ff96 0003 ca00 -S-- 0131:57           push di
0001 0033 000c ffc6 ff92 ff96 0003 ca00 -S-- 0132:8b7608       mov si, [bp+8] ;[ff9e]ffa0
0001 0033 000c ffc6 ff92 ff96 ffa0 ca00 -S-- 0135:8b5606       mov dx, [bp+6] ;[ff9c]0004
0001 0033 000c 0004 ff92 ff96 ffa0 ca00 -S-- 0138:895402       mov [si+2], dx ;[ffa2]0001
0001 0033 000c 0004 ff92 ff96 ffa0 ca00 -S-- 013b:56           push si
0001 0033 000c 0004 ff90 ff96 ffa0 ca00 -S-- 013c:ff7604       push [bp+4] ;[ff9a]0001
0001 0033 000c 0004 ff8e ff96 ffa0 ca00 -S-- 013f:e82f00       call 0171
0001 0033 000c 0004 ff8c ff96 ffa0 ca00 -S-- 0171:b90300       mov cx, 0003
0001 0033 0003 0004 ff8c ff96 ffa0 ca00 -S-- 0174:eb00         jmp short 0176
0001 0033 0003 0004 ff8c ff96 ffa0 ca00 -S-- 0176:55           push bp
0001 0033 0003 0004 ff8a ff96 ffa0 ca00 -S-- 0177:89e5         mov bp, sp
0001 0033 0003 0004 ff8a ff8a ffa0 ca00 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff8e]0001
0001 0033 0003 0004 ff8a ff8a ffa0 ca00 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff90]ffa0
0001 ffa0 0003 0004 ff8a ff8a ffa0 ca00 -S-- 017f:cd20         int 20
<write(1, 0xffc6, 1) => 1>
0000 ffa0 0003 0004 ff8a ff8a ffa0 ca00 -S-- 0181:5d           pop bp
0000 ffa0 0003 0004 ff8c ff96 ffa0 ca00 -S-- 0182:c3           ret
0000 ffa0 0003 0004 ff8e ff96 ffa0 ca00 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff90 ff96 ffa0 ca00 -S-- 0143:5b           pop bx
0000 ffa0 0003 0004 ff92 ff96 ffa0 ca00 -S-- 0144:89c7         mov di, ax
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 -S-- 0146:09ff         or di, di
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 0148:7403         je 014d
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa2]0001
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0151:7d0e         jnl 0161
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa2]0001
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0164:e91c00       jmp 0183
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0183:5f           pop di
0001 ffa0 0003 0004 ff94 ff96 ffa0 ca00 ---- 0184:5e           pop si
0001 ffa0 0003 0004 ff96 ff96 0003 ca00 ---- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ff96 ff96 0003 ca00 ---- 0187:5d           pop bp
0001 ffa0 0003 0004 ff98 ffb8 0003 ca00 ---- 0188:c3           ret
0001 ffa0 0003 0004 ff9a ffb8 0003 ca00 ---- 0127:83c406       add sp, 6
0001 ffa0 0003 0004 ffa0 ffb8 0003 ca00 -S-- 012a:e95800       jmp 0185
0001 ffa0 0003 0004 ffa0 ffb8 0003 ca00 -S-- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ffb8 ffb8 0003 ca00 -S-- 0187:5d           pop bp
0001 ffa0 0003 0004 ffba ffc2 0003 ca00 -S-- 0188:c3           ret
0001 ffa0 0003 0004 ffbc ffc2 0003 ca00 -S-- 0097:83c406       add sp, 6
0001 ffa0 0003 0004 ffc2 ffc2 0003 ca00 -S-- 009a:8a4604       mov al, [bp+4] ;[ffc6]34
0034 ffa0 0003 0004 ffc2 ffc2 0003 ca00 -S-- 009d:98           cbw
0034 ffa0 0003 0004 ffc2 ffc2 0003 ca00 -S-- 009e:e9e400       jmp 0185
0034 ffa0 0003 0004 ffc2 ffc2 0003 ca00 -S-- 0185:89ec         mov sp, bp
0034 ffa0 0003 0004 ffc2 ffc2 0003 ca00 -S-- 0187:5d           pop bp
0034 ffa0 0003 0004 ffc4 ffcc 0003 ca00 -S-- 0188:c3           ret
0034 ffa0 0003 0004 ffc6 ffcc 0003 ca00 -S-- 0079:5b           pop bx
0034 0034 0003 0004 ffc8 ffcc 0003 ca00 -S-- 007a:b90300       mov cx, 0003
0034 0034 0003 0004 ffc8 ffcc 0003 ca00 -S-- 007d:d3e7         shl di, cl
0034 0034 0003 0004 ffc8 ffcc 0003 5000 ---- 007f:46           inc si
0034 0034 0003 0004 ffc8 ffcc 0004 5000 ---- 0080:ebe0         jmp short 0062
0034 0034 0003 0004 ffc8 ffcc 0004 5000 ---- 0062:83fe05       cmp si, 5
0034 0034 0003 0004 ffc8 ffcc 0004 5000 -S-C 0065:7d1b         jnl 0082
0034 0034 0003 0004 ffc8 ffcc 0004 5000 -S-C 0067:b90c00       mov cx, 000c
0034 0034 000c 0004 ffc8 ffcc 0004 5000 -S-C 006a:89fa         mov dx, di
0034 0034 000c 5000 ffc8 ffcc 0004 5000 -S-C 006c:d3fa         sar dx, cl
0034 0034 000c 0005 ffc8 ffcc 0004 5000 ---- 006e:81e20700     and dx, 0007
0034 0034 000c 0005 ffc8 ffcc 0004 5000 ---- 0072:83c230       add dx, 30
0034 0034 000c 0035 ffc8 ffcc 0004 5000 ---- 0075:52           push dx
0034 0034 000c 0035 ffc6 ffcc 0004 5000 ---- 0076:e80c00       call 0085
0034 0034 000c 0035 ffc4 ffcc 0004 5000 ---- 0085:55           push bp
0034 0034 000c 0035 ffc2 ffcc 0004 5000 ---- 0086:89e5         mov bp, sp
0034 0034 000c 0035 ffc2 ffc2 0004 5000 ---- 0088:b80100       mov ax, 0001
0001 0034 000c 0035 ffc2 ffc2 0004 5000 ---- 008b:50           push ax
0001 0034 000c 0035 ffc0 ffc2 0004 5000 ---- 008c:8d4604       lea ax, [bp+4] ;[ffc6]0035
ffc6 0034 000c 0035 ffc0 ffc2 0004 5000 ---- 008f:50           push ax
ffc6 0034 000c 0035 ffbe ffc2 0004 5000 ---- 0090:b80100       mov ax, 0001
0001 0034 000c 0035 ffbe ffc2 0004 5000 ---- 0093:50           push ax
0001 0034 000c 0035 ffbc ffc2 0004 5000 ---- 0094:e84500       call 00dc
0001 0034 000c 0035 ffba ffc2 0004 5000 ---- 00dc:e92100       jmp 0100
0001 0034 000c 0035 ffba ffc2 0004 5000 ---- 0100:55           push bp
0001 0034 000c 0035 ffb8 ffc2 0004 5000 ---- 0101:89e5         mov bp, sp
0001 0034 000c 0035 ffb8 ffb8 0004 5000 ---- 0103:83ec18       sub sp, 18
0001 0034 000c 0035 ffa0 ffb8 0004 5000 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffbc]0001
0001 0034 000c 0001 ffa0 ffb8 0004 5000 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa4]0001
0001 0034 000c 0001 ffa0 ffb8 0004 5000 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc0]0001
0001 0034 000c 0001 ffa0 ffb8 0004 5000 -S-- 010f:8956ee       mov [bp-12], dx ;[ffa6]0001
0001 0034 000c 0001 ffa0 ffb8 0004 5000 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffbe]ffc6
0001 0034 000c ffc6 ffa0 ffb8 0004 5000 -S-- 0115:8956f2       mov [bp-e], dx ;[ffaa]ffc6
0001 0034 000c ffc6 ffa0 ffb8 0004 5000 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa0]0000
ffa0 0034 000c ffc6 ffa0 ffb8 0004 5000 -S-- 011b:50           push ax
ffa0 0034 000c ffc6 ff9e ffb8 0004 5000 -S-- 011c:b80400       mov ax, 0004
0004 0034 000c ffc6 ff9e ffb8 0004 5000 -S-- 011f:50           push ax
0004 0034 000c ffc6 ff9c ffb8 0004 5000 -S-- 0120:b80100       mov ax, 0001
0001 0034 000c ffc6 ff9c ffb8 0004 5000 -S-- 0123:50           push ax
0001 0034 000c ffc6 ff9a ffb8 0004 5000 -S-- 0124:e80600       call 012d
0001 0034 000c ffc6 ff98 ffb8 0004 5000 -S-- 012d:55           push bp
0001 0034 000c ffc6 ff96 ffb8 0004 5000 -S-- 012e:89e5         mov bp, sp
0001 0034 000c ffc6 ff96 ff96 0004 5000 -S-- 0130:56           push si
0001 0034 000c ffc6 ff94 ff96 0004 5000 -S-- 0131:57           push di
0001 0034 000c ffc6 ff92 ff96 0004 5000 -S-- 0132:8b7608       mov si, [bp+8] ;[ff9e]ffa0
0001 0034 000c ffc6 ff92 ff96 ffa0 5000 -S-- 0135:8b5606       mov dx, [bp+6] ;[ff9c]0004
0001 0034 000c 0004 ff92 ff96 ffa0 5000 -S-- 0138:895402       mov [si+2], dx ;[ffa2]0001
0001 0034 000c 0004 ff92 ff96 ffa0 5000 -S-- 013b:56           push si
0001 0034 000c 0004 ff90 ff96 ffa0 5000 -S-- 013c:ff7604       push [bp+4] ;[ff9a]0001
0001 0034 000c 0004 ff8e ff96 ffa0 5000 -S-- 013f:e82f00       call 0171
0001 0034 000c 0004 ff8c ff96 ffa0 5000 -S-- 0171:b90300       mov cx, 0003
0001 0034 0003 0004 ff8c ff96 ffa0 5000 -S-- 0174:eb00         jmp short 0176
0001 0034 0003 0004 ff8c ff96 ffa0 5000 -S-- 0176:55           push bp
0001 0034 0003 0004 ff8a ff96 ffa0 5000 -S-- 0177:89e5         mov bp, sp
0001 0034 0003 0004 ff8a ff8a ffa0 5000 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff8e]0001
0001 0034 0003 0004 ff8a ff8a ffa0 5000 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff90]ffa0
0001 ffa0 0003 0004 ff8a ff8a ffa0 5000 -S-- 017f:cd20         int 20
<write(1, 0xffc6, 1) => 1>
0000 ffa0 0003 0004 ff8a ff8a ffa0 5000 -S-- 0181:5d           pop bp
0000 ffa0 0003 0004 ff8c ff96 ffa0 5000 -S-- 0182:c3           ret
0000 ffa0 0003 0004 ff8e ff96 ffa0 5000 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff90 ff96 ffa0 5000 -S-- 0143:5b           pop bx
0000 ffa0 0003 0004 ff92 ff96 ffa0 5000 -S-- 0144:89c7         mov di, ax
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 -S-- 0146:09ff         or di, di
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 0148:7403         je 014d
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa2]0001
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0151:7d0e         jnl 0161
0000 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa2]0001
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0164:e91c00       jmp 0183
0001 ffa0 0003 0004 ff92 ff96 ffa0 0000 ---- 0183:5f           pop di
0001 ffa0 0003 0004 ff94 ff96 ffa0 5000 ---- 0184:5e           pop si
0001 ffa0 0003 0004 ff96 ff96 0004 5000 ---- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ff96 ff96 0004 5000 ---- 0187:5d           pop bp
0001 ffa0 0003 0004 ff98 ffb8 0004 5000 ---- 0188:c3           ret
0001 ffa0 0003 0004 ff9a ffb8 0004 5000 ---- 0127:83c406       add sp, 6
0001 ffa0 0003 0004 ffa0 ffb8 0004 5000 -S-- 012a:e95800       jmp 0185
0001 ffa0 0003 0004 ffa0 ffb8 0004 5000 -S-- 0185:89ec         mov sp, bp
0001 ffa0 0003 0004 ffb8 ffb8 0004 5000 -S-- 0187:5d           pop bp
0001 ffa0 0003 0004 ffba ffc2 0004 5000 -S-- 0188:c3           ret
0001 ffa0 0003 0004 ffbc ffc2 0004 5000 -S-- 0097:83c406       add sp, 6
0001 ffa0 0003 0004 ffc2 ffc2 0004 5000 -S-- 009a:8a4604       mov al, [bp+4] ;[ffc6]35
0035 ffa0 0003 0004 ffc2 ffc2 0004 5000 -S-- 009d:98           cbw
0035 ffa0 0003 0004 ffc2 ffc2 0004 5000 -S-- 009e:e9e400       jmp 0185
0035 ffa0 0003 0004 ffc2 ffc2 0004 5000 -S-- 0185:89ec         mov sp, bp
0035 ffa0 0003 0004 ffc2 ffc2 0004 5000 -S-- 0187:5d           pop bp
0035 ffa0 0003 0004 ffc4 ffcc 0004 5000 -S-- 0188:c3           ret
0035 ffa0 0003 0004 ffc6 ffcc 0004 5000 -S-- 0079:5b           pop bx
0035 0035 0003 0004 ffc8 ffcc 0004 5000 -S-- 007a:b90300       mov cx, 0003
0035 0035 0003 0004 ffc8 ffcc 0004 5000 -S-- 007d:d3e7         shl di, cl
0035 0035 0003 0004 ffc8 ffcc 0004 8000 OS-- 007f:46           inc si
0035 0035 0003 0004 ffc8 ffcc 0005 8000 ---- 0080:ebe0         jmp short 0062
0035 0035 0003 0004 ffc8 ffcc 0005 8000 ---- 0062:83fe05       cmp si, 5
0035 0035 0003 0004 ffc8 ffcc 0005 8000 --Z- 0065:7d1b         jnl 0082
0035 0035 0003 0004 ffc8 ffcc 0005 8000 --Z- 0082:e9fe00       jmp 0183
0035 0035 0003 0004 ffc8 ffcc 0005 8000 --Z- 0183:5f           pop di
0035 0035 0003 0004 ffca ffcc 0005 0000 --Z- 0184:5e           pop si
0035 0035 0003 0004 ffcc ffcc 0000 0000 --Z- 0185:89ec         mov sp, bp
0035 0035 0003 0004 ffcc ffcc 0000 0000 --Z- 0187:5d           pop bp
0035 0035 0003 0004 ffce ffd2 0000 0000 --Z- 0188:c3           ret
0035 0035 0003 0004 ffd0 ffd2 0000 0000 --Z- 0043:5b           pop bx
0035 14e5 0003 0004 ffd2 ffd2 0000 0000 --Z- 0044:e93e01       jmp 0185
0035 14e5 0003 0004 ffd2 ffd2 0000 0000 --Z- 0185:89ec         mov sp, bp
0035 14e5 0003 0004 ffd2 ffd2 0000 0000 --Z- 0187:5d           pop bp
0035 14e5 0003 0004 ffd4 0000 0000 0000 --Z- 0188:c3           ret
0035 14e5 0003 0004 ffd6 0000 0000 0000 --Z- 0034:50           push ax
0035 14e5 0003 0004 ffd4 0000 0000 0000 --Z- 0035:e88300       call 00bb
0035 14e5 0003 0004 ffd2 0000 0000 0000 --Z- 00bb:55           push bp
0035 14e5 0003 0004 ffd0 0000 0000 0000 --Z- 00bc:89e5         mov bp, sp
